,Popularity,Title,Artist,Album/Single,Genre,Artist_followers,Explicit,Album,Release_date,Track_number,Tracks_in_album,danceability,energy,key,loudness,mode,speechiness,acoustics,instrumentalness,liveliness,valence,tempo,duration_ms,time_signature,Genre_new,Days_since_release,Released_after_2017,Explicit_false,Explicit_true,album,compilation,single,bolero,boy band,country,dance/electronic,else,funk,hip hop,house,indie,jazz,k-pop,latin,metal,opm,pop,r&b/soul,rap,reggae,reggaeton,rock,trap,syuzhet_norm,bing_norm,afinn_norm,nrc_norm,syuzhet,bing,afinn,nrc,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,n_words,anger_norm,anticipation_norm,disgust_norm,fear_norm,joy_norm,sadness_norm,surprise_norm,trust_norm,negative_norm,positive_norm,anger_norm2,anticipation_norm2,disgust_norm2,fear_norm2,joy_norm2,sadness_norm2,surprise_norm2,trust_norm2,negative_norm2,positive_norm2,negative_bog_jr,positive_bog_jr,Bayes,Negative_Bayes,Neutral_Bayes,Positive_Bayes,LDA_Topic,Celebrate,Desire,Explore,Fun,Hope,Love,Nostalgia,Thug,bing_norm_negative,bing_norm_neutral,bing_norm_positive,Argentina,Australia,Austria,Belgium,Brazil,Canada,Chile,Colombia,Costa Rica,Denmark,Ecuador,Finland,France,Germany,Global,Indonesia,Ireland,Italy,Malaysia,Mexico,Netherlands,New Zealand,Norway,Peru,Philippines,Poland,Portugal,Singapore,Spain,Sweden,Switzerland,Turkey,UK,USA,Popu_max,Top10_dummy,Top50_dummy,Cluster
62141,79.2,oh holy night,Nina Nesbitt,single,dance pop,277304,False,Oh Holy Night,11/19/2018,1,1,0,0,8,-10,1,0,0,0,0,0,178,227887,3,pop,726.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0,1.0,1.0,3.65,1.0,7.0,4.0,2.0,9.0,1.0,3.0,6.0,5.0,4.0,5.0,5.0,9.0,216.0,0.009259259,0.041666667,0.00462963,0.013888889,0.027777778,0.023148148,0.018518519,0.023148148,0.023148148,0.041666667,0.057142857,0.257142857,0.028571429,0.085714286,0.171428571,0.142857143,0.114285714,0.142857143,0.357142857,0.642857143,2.0,1.0,1.0,0.0,0.0,1.0,Explore,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,133,0,0,english speaking and nordic
62158,281.55,too comfortable,Future,album,atl hip hop,9442830,True,High Off Life,5/15/2020,13,21,0,0,3,-9,0,0,0,0,0,0,130,236819,4,hip hop,183.0,1.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,58,0,0,english speaking and nordic
62161,13770.0,hot girl summer,Megan Thee Stallion - Ty Dolla $ign - Nicki Minaj,single,houston rap,2386160,True,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),8/9/2019,1,1,0,0,0,-4,1,0,0,0,0,0,98,199427,4,rap,463.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,-1.0,1.0,3.75,0.0,-15.0,5.0,4.0,3.0,2.0,1.0,6.0,1.0,2.0,5.0,5.0,10.0,717.0,0.005578801,0.0041841,0.0027894,0.0013947,0.008368201,0.0013947,0.0027894,0.006973501,0.006973501,0.013947001,0.166666667,0.125,0.083333333,0.041666667,0.25,0.041666667,0.083333333,0.208333333,0.333333333,0.666666667,33.0,11.0,1.0,0.0,0.0,1.0,Thug,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,english speaking and nordic
62178,3560.1,i love me,Demi Lovato,single,dance pop,18346890,True,I Love Me,3/6/2020,1,1,0,0,6,-7,1,0,0,0,0,0,150,203672,4,pop,253.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.0,-1.0,-1.0,1.0,-1.7,-1.0,-13.0,1.0,4.0,2.0,1.0,4.0,3.0,5.0,2.0,4.0,6.0,7.0,364.0,0.010989011,0.005494505,0.002747253,0.010989011,0.008241758,0.013736264,0.005494505,0.010989011,0.016483516,0.019230769,0.16,0.08,0.04,0.16,0.12,0.2,0.08,0.16,0.461538462,0.538461538,4.0,16.0,-1.0,1.0,0.0,0.0,Hope,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0,1,english speaking and nordic
62205,2217.45,faith,The Weeknd,album,canadian contemporary r&b,25562055,True,After Hours,3/20/2020,8,14,0,0,0,-7,0,0,0,0,0,0,175,283227,4,r&b/soul,239.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1.0,1.0,1.0,3.4,3.0,10.0,4.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,6.0,221.0,0.0,0.013574661,0.0,0.0,0.013574661,0.0,0.0,0.009049774,0.009049774,0.027149321,0.0,0.375,0.0,0.0,0.375,0.0,0.0,0.25,0.25,0.75,2.0,2.0,-1.0,1.0,0.0,0.0,Love,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,1,english speaking and nordic
62233,46594.6,leave me alone,Flipp Dinero,single,hip hop,743167,True,Leave Me Alone,9/4/2018,1,1,0,0,7,-2,1,0,0,0,0,0,150,195637,4,hip hop,802.0,1.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,3.4,1.0,3.0,3.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,3.0,6.0,222.0,0.004504505,0.0,0.0,0.0,0.013513514,0.004504505,0.004504505,0.013513514,0.013513514,0.027027027,0.111111111,0.0,0.0,0.0,0.333333333,0.111111111,0.111111111,0.333333333,0.333333333,0.666666667,0.0,3.0,-1.0,1.0,0.0,0.0,Hope,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,1,english speaking and nordic
62250,908.45,kiwi,Harry Styles,album,pop,10361677,False,Harry Styles,5/12/2017,7,10,0,0,2,-2,1,0,0,0,0,0,147,176387,4,pop,1279.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,-1.0,-1.0,0.0,0.3,-2.0,-3.0,0.0,3.0,2.0,1.0,1.0,5.0,4.0,0.0,3.0,4.0,4.0,270.0,0.011111111,0.007407407,0.003703704,0.003703704,0.018518519,0.014814815,0.0,0.011111111,0.014814815,0.014814815,0.157894737,0.105263158,0.052631579,0.052631579,0.263157895,0.210526316,0.0,0.157894737,0.5,0.5,1.0,5.0,1.0,0.0,0.0,1.0,Desire,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55,0,0,english speaking and nordic
62271,540.15,idol,BTS,album,k-pop,24755789,False,Love Yourself 結 'Answer',8/24/2018,15,26,0,0,9,-3,1,0,0,0,0,0,126,222732,4,k-pop,813.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69,0,0,english speaking and nordic
62304,383.35,moon,BTS,album,k-pop,24755789,False,MAP OF THE SOUL : 7,2/21/2020,16,20,0,0,6,-6,1,0,0,0,0,0,141,208590,4,k-pop,267.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,-1.0,0.05,1.0,1.0,-1.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,4.0,3.0,256.0,0.0078125,0.00390625,0.0,0.0078125,0.0078125,0.00390625,0.0,0.0078125,0.015625,0.01171875,0.2,0.1,0.0,0.2,0.2,0.1,0.0,0.2,0.571428571,0.428571429,0.0,2.0,1.0,0.0,0.0,1.0,Explore,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,74,0,0,english speaking and nordic
62323,18736.8,starving,Hailee Steinfeld - Grey - Zedd,single,dance pop,6237932,True,HAIZ,7/15/2016,6,6,0,0,4,-4,1,0,0,0,0,0,99,181880,4,pop,1574.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-2.7,-3.0,-11.0,-4.0,4.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,5.0,1.0,310.0,0.012903226,0.003225806,0.006451613,0.006451613,0.0,0.003225806,0.006451613,0.0,0.016129032,0.003225806,0.333333333,0.083333333,0.166666667,0.166666667,0.0,0.083333333,0.166666667,0.0,0.833333333,0.166666667,1.0,5.0,-1.0,1.0,0.0,0.0,Desire,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,1,english speaking and nordic
62358,847.3,hands,Mac Miller,album,hip hop,5013742,True,Circles,1/17/2020,10,12,0,0,0,-8,1,0,0,0,0,0,74,199981,4,hip hop,302.0,1.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,-1.0,1.0,1.0,0.5,-1.0,3.0,4.0,1.0,5.0,0.0,1.0,3.0,1.0,2.0,3.0,2.0,6.0,298.0,0.003355705,0.016778523,0.0,0.003355705,0.010067114,0.003355705,0.006711409,0.010067114,0.006711409,0.020134228,0.0625,0.3125,0.0,0.0625,0.1875,0.0625,0.125,0.1875,0.25,0.75,6.0,3.0,-1.0,1.0,0.0,0.0,Fun,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0,1,english speaking and nordic
62367,4200.0,circles,Post Malone,single,dfw rap,29173640,False,Circles,8/30/2019,1,1,0,0,0,-3,1,0,0,0,0,0,120,214907,4,rap,442.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.0,-1.0,-1.0,0.0,-0.1,-2.0,-1.0,0.0,3.0,5.0,3.0,5.0,4.0,4.0,2.0,3.0,4.0,4.0,276.0,0.010869565,0.018115942,0.010869565,0.018115942,0.014492754,0.014492754,0.007246377,0.010869565,0.014492754,0.014492754,0.103448276,0.172413793,0.103448276,0.172413793,0.137931034,0.137931034,0.068965517,0.103448276,0.5,0.5,4.0,3.0,-1.0,1.0,0.0,0.0,Love,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,english speaking and nordic
62399,4850.85,up all night,Khalid,single,alternative r&b,12829933,False,Up All Night,11/14/2019,1,1,0,0,1,-7,1,0,0,0,0,0,93,157220,4,r&b/soul,366.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,0,1,english speaking and nordic
62421,19175.65,heather,Conan Gray,album,bedroom pop,2006952,False,Kid Krow,3/20/2020,10,12,0,0,5,-7,1,0,0,0,0,0,102,198040,3,pop,239.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,-1.0,0.6,0.0,0.0,-1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,0.0,2.0,1.0,170.0,0.005882353,0.011764706,0.005882353,0.017647059,0.005882353,0.011764706,0.005882353,0.0,0.011764706,0.005882353,0.090909091,0.181818182,0.090909091,0.272727273,0.090909091,0.181818182,0.090909091,0.0,0.666666667,0.333333333,0.0,5.0,1.0,0.0,0.0,1.0,Hope,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,1,english speaking and nordic
62455,9208.85,costa rica,Dreamville - Bas - JID - Guapdad 4000 - Reese LAFLARE - Jace - Mez - Smokepurpp - Buddy - Ski Mask The Slump God,album,hip hop,301682,True,Revenge Of The Dreamers III,7/5/2019,11,18,0,0,7,-6,0,0,0,0,0,0,120,217867,4,hip hop,498.0,1.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,1.0,0.95,1.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,154.0,0.006493506,0.006493506,0.0,0.0,0.012987013,0.006493506,0.0,0.006493506,0.0,0.012987013,0.166666667,0.166666667,0.0,0.0,0.333333333,0.166666667,0.0,0.166666667,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,Desire,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,1,english speaking and nordic
62482,36.0,joy,Bastille,single,metropopolis,4522936,False,Joy,5/2/2019,1,1,0,0,9,-4,1,0,0,0,0,0,117,192523,4,pop,562.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.0,-1.0,1.0,1.0,-3.05,-2.0,1.0,1.0,5.0,9.0,1.0,8.0,6.0,2.0,1.0,4.0,8.0,9.0,134.0,0.037313433,0.067164179,0.007462687,0.059701493,0.044776119,0.014925373,0.007462687,0.029850746,0.059701493,0.067164179,0.138888889,0.25,0.027777778,0.222222222,0.166666667,0.055555556,0.027777778,0.111111111,0.470588235,0.529411765,0.0,1.0,-1.0,1.0,0.0,0.0,Explore,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,156,0,0,english speaking and nordic
62504,102.85,happy - from despicable me 2,Pharrell Williams,album,pop rap,3321035,False,G I R L,3/3/2014,5,10,0,0,5,-4,0,0,0,0,0,0,160,232720,4,pop,2439.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,0,0,english speaking and nordic
62534,40802.1,whats poppin,Jack Harlow,album,deep underground hip hop,485623,True,Sweet Action,3/13/2020,1,7,0,0,11,-6,0,0,0,0,0,0,145,139741,4,hip hop,246.0,1.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0.0,-3.45,-4.0,-14.0,0.0,12.0,11.0,8.0,6.0,9.0,9.0,6.0,10.0,16.0,16.0,415.0,0.028915663,0.026506024,0.019277108,0.014457831,0.021686747,0.021686747,0.014457831,0.024096386,0.038554217,0.038554217,0.169014085,0.154929577,0.112676056,0.084507042,0.126760563,0.126760563,0.084507042,0.14084507,0.5,0.5,12.0,15.0,1.0,0.0,0.0,1.0,Thug,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,1,english speaking and nordic
62557,5531.8,carol of the bells,Mykola Dmytrovych Leontovych - John Williams,album,post-romantic era,1836,False,Home Alone (Original Motion Picture Soundtrack) [Anniversary Edition],1990,12,19,0,0,8,-22,0,0,0,0,0,0,46,85267,4,else,,,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,6.9,5.0,17.0,7.0,1.0,4.0,0.0,0.0,6.0,1.0,4.0,4.0,1.0,8.0,203.0,0.004926108,0.019704433,0.0,0.0,0.02955665,0.004926108,0.019704433,0.019704433,0.004926108,0.039408867,0.05,0.2,0.0,0.0,0.3,0.05,0.2,0.2,0.111111111,0.888888889,0.0,5.0,1.0,0.0,0.0,1.0,Celebrate,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,1,english speaking and nordic
62579,409.4,cool,Dua Lipa,album,dance pop,20575026,False,Future Nostalgia,3/27/2020,3,11,0,0,5,-4,0,0,0,0,0,0,89,209583,4,pop,232.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0,1.0,1.0,3.6,6.0,7.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,4.0,203.0,0.009852217,0.0,0.009852217,0.009852217,0.009852217,0.004926108,0.014778325,0.009852217,0.009852217,0.019704433,0.142857143,0.0,0.142857143,0.142857143,0.142857143,0.071428571,0.214285714,0.142857143,0.333333333,0.666666667,0.0,8.0,1.0,0.0,0.0,1.0,Desire,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,0,0,english speaking and nordic
62608,14813.85,good as hell,Lizzo,single,dance pop,3308612,False,Good as Hell,3/9/2016,1,2,0,0,0,-3,0,0,0,0,0,0,95,159736,4,pop,1702.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,-1.0,-1.0,1.0,1.85,-1.0,-1.0,1.0,3.0,7.0,3.0,3.0,6.0,2.0,3.0,6.0,8.0,9.0,312.0,0.009615385,0.022435897,0.009615385,0.009615385,0.019230769,0.006410256,0.009615385,0.019230769,0.025641026,0.028846154,0.090909091,0.212121212,0.090909091,0.090909091,0.181818182,0.060606061,0.090909091,0.181818182,0.470588235,0.529411765,1.0,19.0,1.0,0.0,0.0,1.0,Hope,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,1,english speaking and nordic
62626,1460.35,coffee bean,Travis Scott,album,rap,13434540,True,ASTROWORLD,8/3/2018,17,17,0,0,5,-5,0,0,0,0,0,0,95,209116,4,rap,834.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-2.9,-1.0,-6.0,-8.0,8.0,4.0,7.0,6.0,3.0,7.0,4.0,6.0,12.0,4.0,288.0,0.027777778,0.013888889,0.024305556,0.020833333,0.010416667,0.024305556,0.013888889,0.020833333,0.041666667,0.013888889,0.177777778,0.088888889,0.155555556,0.133333333,0.066666667,0.155555556,0.088888889,0.133333333,0.75,0.25,13.0,4.0,-1.0,1.0,0.0,0.0,Desire,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,1,english speaking and nordic
62647,103.65,hope is a dangerous thing for a woman like me to have - but i have it,Lana Del Rey,single,art pop,11440791,True,hope is a dangerous thing for a woman like me to have - but i have it,1/9/2019,1,1,0,0,7,-10,1,0,0,0,0,0,164,324302,3,pop,675.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0,1.0,1.0,2.3,5.0,3.0,3.0,1.0,5.0,1.0,4.0,6.0,3.0,2.0,5.0,6.0,9.0,351.0,0.002849003,0.014245014,0.002849003,0.011396011,0.017094017,0.008547009,0.005698006,0.014245014,0.017094017,0.025641026,0.037037037,0.185185185,0.037037037,0.148148148,0.222222222,0.111111111,0.074074074,0.185185185,0.4,0.6,3.0,10.0,1.0,0.0,0.0,1.0,Nostalgia,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,0,0,english speaking and nordic
62669,116.75,its secured,DJ Khaled - Nas - Travis Scott,album,dance pop,5270929,True,Grateful,6/22/2017,7,23,0,0,5,-2,0,0,0,0,0,0,162,219093,4,pop,1241.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-0.2,-1.0,-10.0,-1.0,7.0,7.0,7.0,9.0,5.0,8.0,6.0,6.0,10.0,9.0,540.0,0.012962963,0.012962963,0.012962963,0.016666667,0.009259259,0.014814815,0.011111111,0.011111111,0.018518519,0.016666667,0.127272727,0.127272727,0.127272727,0.163636364,0.090909091,0.145454545,0.109090909,0.109090909,0.526315789,0.473684211,7.0,6.0,1.0,0.0,0.0,1.0,Nostalgia,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,0,0,english speaking and nordic
62674,18589.05,look what you made me do,Taylor Swift,single,dance pop,33485486,False,Look What You Made Me Do,8/24/2017,1,1,0,0,9,-6,0,0,0,0,0,0,128,211859,4,pop,1178.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.8,2.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,450.0,0.004444444,0.002222222,0.004444444,0.004444444,0.004444444,0.002222222,0.002222222,0.004444444,0.006666667,0.006666667,0.153846154,0.076923077,0.153846154,0.153846154,0.153846154,0.076923077,0.076923077,0.153846154,0.5,0.5,4.0,6.0,-1.0,1.0,0.0,0.0,Nostalgia,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,english speaking and nordic
62709,7354.3,would you ever,Skrillex - Poo Bear,single,brostep,7630063,False,Would You Ever,7/26/2017,1,1,0,0,10,-3,1,0,0,0,0,0,126,234286,4,dance/electronic,1207.0,1.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,2.55,0.0,7.0,3.0,0.0,2.0,0.0,1.0,2.0,0.0,3.0,2.0,0.0,3.0,102.0,0.0,0.019607843,0.0,0.009803922,0.019607843,0.0,0.029411765,0.019607843,0.0,0.029411765,0.0,0.2,0.0,0.1,0.2,0.0,0.3,0.2,0.0,1.0,0.0,1.0,-1.0,1.0,0.0,0.0,Hope,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,0,0,english speaking and nordic
62744,1054.25,until i bleed out,The Weeknd,album,canadian contemporary r&b,25562055,True,After Hours,3/20/2020,14,14,0,0,0,-9,0,0,0,0,0,0,115,190173,3,r&b/soul,239.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,1,english speaking and nordic
62785,117.3,total eclipse of the heart,Bonnie Tyler,compilation,europop,1000270,False,The Very Best Of,1/1/1993,2,30,0,0,8,-6,1,0,0,0,0,0,131,267787,4,pop,10170.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,1.0,-1.0,1.05,0.0,3.0,-1.0,1.0,5.0,1.0,0.0,3.0,3.0,2.0,0.0,6.0,5.0,506.0,0.001976285,0.009881423,0.001976285,0.0,0.005928854,0.005928854,0.003952569,0.0,0.011857708,0.009881423,0.066666667,0.333333333,0.066666667,0.0,0.2,0.2,0.133333333,0.0,0.545454545,0.454545455,10.0,7.0,-1.0,1.0,0.0,0.0,Love,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63,0,0,english speaking and nordic
62790,411.2,kings & queens,Ava Max,album,dance pop,2457248,False,Heaven & Hell,9/18/2020,2,15,0,0,1,-4,0,0,0,0,0,0,129,162399,4,pop,57.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,-1.0,1.0,1.0,1.9,-3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,4.0,4.0,7.0,276.0,0.010869565,0.007246377,0.007246377,0.010869565,0.010869565,0.003623188,0.007246377,0.014492754,0.014492754,0.025362319,0.15,0.1,0.1,0.15,0.15,0.05,0.1,0.2,0.363636364,0.636363636,0.0,0.0,1.0,0.0,0.0,1.0,Explore,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,139,0,0,english speaking and nordic
